Label,Message
ham,cant get da laptop matric card wif ü lei
ham,dunno da next show aft 6 850 toa payoh got 650
spam,2nd time tried 2 contact u u 750 pound prize 2 claim easy call 08718726970 10p per min btnationalrate
ham,made payment dont much sorry would want fedex way
ham,didt play one day last year know even though good team like india
ham,kyou girl waiting reception ah
ham,say slowly godi love amp need youclean heart bloodsend ten special people amp u c miracle tomorrow itplspls
ham,hate turn fun shopping trip annoying day everything would look house
ham,sir waiting call
ham,whats want come online
ham,could work well reach consensus next meeting
ham,aiyah wait lor u entertain hee
ham,last thing ever wanted hurt didnt think would youd laugh embarassed delete tag keep going far knew wasnt even fact even felt like would hurt show really dont know messy wednesday wasnt bad problem time clean choose skype take picture sleep want go dont mind thing dont make bed throw laundry top cant friend house im embarassed there underwear bra strewn bed pillow floor thats something else used good least making bed
ham,ill let know kick
ham,call ok said call
ham,call number available appointment ask connect call waheed fathima
ham,ü go buy wif meet ü later
ham,mmmm fuck fair know weakness grin push knee expose belly pull head dont forget know wicked smile
ham,today system sh get readyall well also deep well
ham,mom want know
ham,aight ill text im back
ham,dont know support as srt thnk think ps3 play usb
ham,oh ok didnt know meant yep baby jontin
spam,guaranteed £1000 cash £2000 prizeto claim yr prize call customer service representative
spam,would like see xxx pic hot nearly banned uk
spam,hmv bonus special 500 pound genuine hmv voucher answer 4 easy question play send hmv 86688 infourls
ham,watching tv got new job
ham,pen thing beyond joke wont biro dont master cant ever
ham,party alex nichols
spam,u secret admirer looking 2 make contact ufind rreveal think ur specialcall 09058094594
ham,seeing missed call dear brother gr8 day
ham,ok ü finishing soon
ham,sorry cant help
ham,come slave going shell unconsciously avoiding making unhappy
ham,love as enjoy doggy style
ham,think asking gym excuse lazy people jog
spam,dear 0776xxxxxxx uve invited xchat final attempt contact u txt chat 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18yrs
spam,urgent please call 09061743811 landline abta complimentary 4 tenerife holiday £5000 cash await collection sae tc box 326 cw25wx 150ppm
ham,way home long dry spell season would
ham,got ta collect da car 6 lei
ham,ok knackered came home went sleep good full time work lark
ham,probably earlier station think
spam,call 09090900040 listen extreme dirty live chat going office right total privacy one know sic listening 60p min 247mp 0870753331018
ham,good morning plz call sir
spam,freemsg hey u got 1 videopic fones reply wild txt ill send u pic hurry im bored work xxx 18 150prcvd stop2stop
ham,uh head dont much left
ham,tot u outside co darren say u come shopping course nice wat jus went sim lim look mp3 player
ham,aight sound good want come
ham,wat would u like 4 ur birthday
ham,love working home
ham,miss vday parachute double coin u must know well
ham,sorry ill call later
ham,sister got placed birla soft da
spam,free entry 2 weekly comp chance win ipod txt pod 80182 get entry std txt rate tc apply 08452810073 detail 18
ham,wah okie okie muz make use e unlimited haha
ham,therere people mu im table lambda
ham,stop old man get build snowman snow angel snowball fight
ham,ello babe u ok
ham,hello beautiful r u ok ive kinda ad row wiv walked pub wanted night wiv u miss u
ham,u going ikea str aft dat
ham,becoz ltgt jan whn al post ofice holiday cn go fr post oficegot duffer
ham,lol grr mom taking forever prescription pharmacy like 2 minute away ugh
ham,real tho suck cant even cook whole electricity im hungry
ham,want go
spam,new textbuddy chat 2 horny guy ur area 4 25p free 2 receive search postcode gaytextbuddycom txt one name 89693 08715500022 rpl stop 2 cnl
ham,time month mid time
ham,fffff text kadeem far gone
ham,leaving yet ok lor go elsewhere n eat u thk
ham,fujitsu series lifebook good
ham,yar wanted 2 scold u yest late already got zhong se qing u ask b4 ask ill go w u lor n u still act real
ham,dont know bring food
ham,current food alone also
ham,ill sch fr 46 dun haf da book sch home
ham,hello going village pub 8 either come accordingly ok
ham,ok
ham,call like ltgt time oh give u hypertension oh
ham,dont give monkey wot think certainly dont mind friend mineall dont sleep wiv wud annoyin
ham,omg could snow tonite
spam,call 08702490080 tell u 2 call 09066358152 claim £5000 prize u 2 enter ur mobile personal detail prompt careful
spam,free 1st week entry 2 textpod 4 chance 2 win 40gb ipod £250 cash every wk txt vpod 81303 tscs url custcare 08712405020
ham,carry disturbing
ham,pa tell went bath
ham,jus finished avatar nigro
ham,r u scratching
ham,hope great day
ham,either idea know anyplaces something
ham,planning usually stop find hella weed smoke hella weed
ham,fact youre cleaning show know im upset priority constantly want need
ham,excellent ready moan scream ecstasy
spam,people dogging area call 09090204448 join like minded guy arrange 1 there 1 evening a£150 minapn ls278bb
ham,dude avatar 3d imp one point thought actually fly room almost tried hittng one reflex
spam,well done 4 costa del sol holiday £5000 await collection call 09050090044 toclaim sae tc pobox334 stockport sk38xh cost£150pm max10mins
ham,kkwhy cant come search job
ham,got lousy sleep kept waking every 2 hour see cat wanted come worry cold
ham,yeah ill leave couple minute amp let know get mu
ham,ü call 1010 make sure dat ive woken
ham,hey go jazz power yoga hip hop kb yogasana
ham,battery mr adewale uncle aka egbon
ham,cant pick phone right pls send message
ham,wait 2 minstand bus stop
ham,oh ic thought meant mary jane
ham,haha really oh deduct lesson tmr
ham,nah im goin 2 wrks j wot bout u
ham,eat shit wait ur monkey face bitch u asshole
ham,good night going sleep
ham,aight ill grab something eat text youre back mu
ham,kkwhy cant come search job
ham,take something pain move however side next 6hrs see doctor
ham,lol oh babe wont sliding place midnight thanks invite
ham,howz person story
spam,guess somebody know secretly fancy wan na find give u call 09065394973 landline datebox1282essexcm61xn 150pmin 18
ham,lol would awesome payback
spam,80488 500 free text message valid 31 december 2005
ham,yes completely formclark also utter waste
ham,honeybee said im sweetest world god laughed amp said waitu havnt met person reading msg moral even god crack joke gmgngegn
ham,thanks tescos quite nice gone speak soon
ham,whats feathery bowa something guy dont know
ham,even cant close eye vava playing umma
ham,2 laptop noe infra slow lar wan fast one
spam,guaranteed £200 award even £1000 cashto claim ur award call free 08000407165 18 2 stop getstop 88222 php
ham,nvm ok
ham,enjoy ur life good night
ham,yes meet town co go gep home could text bus stop dont worry well finished march … ish
ham,askd u question hour answer
ham,thats cool cum
ham,delhi chennai still silent
ham,lol alright thinkin haha
spam,reply win £100 weekly 2006 fifa world cup held send stop 87239 end service
ham,im boat still mom check yo im half naked
ham,shhhhh nobody supposed know
ham,sorry ill call later
ham,sorry ill call later meeting thing related trade please call arul ltgt
ham,hey late im amk need drink tea coffee
ham,wnt buy bmw car urgentlyits vry urgentbut hv shortage ltgt lacsthere source arng dis amt ltgt lacsthats prob
spam,urgent please call 09061743810 landline abta complimentary 4 tenerife holiday 5000 cash await collection sae tc box 326 cw25wx 150 ppm
ham,length e e top shorter n got fringe thk im going liao lazy dun wan 2 distract u also
ham,santha num corrct dane
ham,callsmessagesmissed call
ham,sorry ill call later
ham,basket gettin full might tonight
ham,hi darlin ive got back really nice night thanks much lift see u tomorrow xxx
ham,valentine huh proof fb page ugh im glad really didnt watch rupaul show tool
spam,free tone hope enjoyed new content text stop 61610 unsubscribe help08712400602450p provided tones2youcouk
ham,eh den sat u book e kb liao huh
ham,practising curtsey
ham,shall come get pickle
ham,lol boo hoping laugh
ham,yeh def up4 something satjust got payed2day havbeen given a£50 pay rise 4my work havebeen made preschoolcoordinator 2i feelingood luv
ham,well leave class babe never came back hope nice sleep love
ham,lmao wheres fish memory need
ham,ill b going 2 sch mon si need 2 take smth
ham,idea soon get converted live
spam,themobyo yo yohere come new selection hot downloads member get free click open next link sent ur fone
ham,ssindia going draw series many year south african soil
ham,goodmorning today late ltdecimalgt min
ham,cant take major role community outreach rock mel
ham,shopping lor raining mah hard 2 leave orchard
ham,hi birth 8lb 7oz mother baby brilliantly
ham,see forwarding message proof
ham,cant keep going never intention run choose rather keep room clean dont say visitor maybe thats best choice yes wanted embarassed maybe youd feel feel friend want drop buy say happened morning ive tried everything dont know else
ham,dunno lei thk mum lazy go neva ask yet
ham,whatever want know rule talk earlier week start happening showing responsibility yet every week bend rule way way whatever im tired thia argument every week ltgt movie doesnt inlude preview youre still getting 1
ham,beautiful truth gravity read carefully heart feel light someone feel heavy someone leaf goodmorning
spam,great news call freefone 08006344447 claim guaranteed £1000 cash £2000 gift speak live operator
ham,ambrithmaduraimet u arun dha marrgeremembr
ham,read shame tell take run blame u 4 ever really 4 ever long time
ham,princess kitty shaved natural
ham,better bb wont use wife doctor
ham,ya came ago
ham,tomorrow onwards eve 6 3 work
ham,anything lor toa payoh got place 2 walk meh
ham,dont anybodys number still havent thought tactful way ask alex
spam,u win £100 music gift voucher every week starting txt word draw 87066 tscs url skillgame1winaweek age16150ppermesssubscription
ham,movie theatre go watch unlimited movie pay
ham,u lunch alone bored
ham,yes obviously eggspert potato head… speak soon
ham,nah man car meant crammed full people
ham,got new job bar airport satsgettin 447per hour mean lie keep touch
ham,kallis ready bat 2nd inning
ham,thanx birthday already
ham,ugh cant u apologize admit u wrong ask take u back
ham,noe la u wana pei bf oso rite k lor day den
ham,yes im small kid boost secret energy
ham,im gon na miss u much
ham,avatar supposed subtoitles
ham,simply sitting watching match office
ham,jot thing want remember later
ham,oh sorry please
ham,hey going lo lesson gym
ham,dont pack buy storelike cereal must pack food pack gari something 9ja miss
ham,always make thing bigger
ham,ü dun wan watch infernal affair
